time,AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,aqi
45188.5,33,2,0.3,0.04,1.2,6.4,7.7,86,28,18,0,50,2,2.04,254,257,2.6,1.6,27.0
45188.54,33.4,2.02,0.26,0.05,0.9,6.4,7.4,85,34,23,0,54,1.6,2.07,258,256,3.6,2.7,35.0
45188.58,33.1,2,0.2,0.07,1,7.1,8.1,62,26,18,0,57,1.4,2.07,269,277,2.8,2.9,44.0
45188.63,32.6,2,0.18,0.08,1.2,6.7,8,55.6,22,12,0,59,1.3,2.08,275,273,3.1,3.1,49.0
45188.67,31.7,1.96,0.19,0.1,1.5,7.9,9.4,39.7,23,8,0,64,1.1,2.06,276,267,2.7,2.7,64.0
45188.71,30.8,1.96,0.3,0.13,1.6,10.5,12.2,31,18,9,0,64,1.3,2.09,272,273,2,2.3,71.0
45188.75,29.8,1.98,0.31,0.24,1.3,14,15.3,25.8,24,9,0,72,2.2,2.22,252,239,1.8,1.8,71.0
45188.79,28.9,2.02,0.36,0.18,1.4,16.2,17.7,25.1,25,14,0,84,2.5,2.2,247,240,1.6,1.5,54.0
45188.83,28.7,2.04,0.38,0.12,1.4,17.5,18.9,24.2,27,14,0,85,2.8,2.16,255,258,1.4,1.2,47.0
45188.88,28.6,2.1,0.41,0.13,1.3,17.3,18.7,21.4,33,18,0,86,3,2.23,240,245,0.9,0.6,40.0
45188.92,28.5,2.07,0.31,0.12,1,14.5,15.6,18.5,27,14,0,86,2,2.19,245,264,0.6,1,45.0
45188.96,28.5,2.06,0.24,0.11,1,10.2,11.2,20.7,23,17,0,86,2.8,2.17,248,247,1.3,0.8,47.0
45189.0,28.4,2.09,0.25,0.1,1,10.1,11.2,14.7,22,12,0,87,1.7,2.19,248,257,1.3,0.8,49.0
45189.04,28.2,2.1,0.21,0.1,0.9,9.5,10.4,12.6,25,14,0,87,1.1,2.2,175,132,0.4,0.3,47.0
45189.08,28.2,2.08,0.17,0.05,0.9,7.3,8.3,15.1,20,10,0,86,0.8,2.13,137,238,0.3,0.8,44.0
45189.13,27.9,2.11,0.16,0.03,0.9,6.8,7.8,13.4,19,11,0,87,0.7,2.14,271,130,0.6,0.2,42.0
45189.17,27.9,2.1,0.17,0.03,1.1,6.6,7.8,15.9,24,13,0,87,0.6,2.13,137,144,1.9,0.9,39.0
45189.21,27.8,2.08,0.19,0.05,1.4,7.3,8.7,19.5,28,12,0,86,0.7,2.13,153,273,1.4,0.6,40.0
45189.25,27,2.23,0.29,0.08,3.4,10.5,14,8,25,15,0,90,0.6,2.31,250,254,1.4,1.2,40.0
45189.29,27.9,2.13,0.38,0.08,6.3,10.9,17.2,9.8,28,15,0,84,0.6,2.21,261,250,2.3,1.1,43.0
45189.33,29,2.04,0.28,0.03,4.7,11.1,15.9,21.8,34,16,0,75,1.6,2.07,254,260,2.4,2,44.0
45189.38,30.3,2.01,0.23,0.05,2.8,8.8,11.7,38.8,30,9,0,65,1.4,2.06,261,264,2.2,2.1,46.0
45189.42,31.3,2.01,0.21,0.03,1.2,6.6,7.8,57.5,22,10,0,61,1.6,2.04,271,260,2,1.8,44.0
45189.46,32,2.02,0.2,0.04,1,5.8,6.8,62.5,26,13,0,58,1.3,2.06,264,248,2.1,2,41.0
45189.5,32.6,2.03,0.2,0.03,1,5.8,6.9,65.1,31,13,0,55,1.1,2.06,261,283,2.5,2,40.0
45189.54,32.9,#,#,#,#,#,#,69.7,27,15,0,56,#,#,266,274,4,2.9,39.0
45189.58,32.4,2,0.17,0.03,1.1,5.6,6.7,57.7,26,13,0,59,0.7,2.03,275,280,3.7,3.6,41.0
45189.63,32,1.99,0.22,0.04,1.2,6.4,7.6,51.8,23,13,0,60,1.4,2.03,275,263,2.4,2.6,44.0
45189.67,31.8,2,0.37,0.09,1.6,11.1,12.7,43.6,27,11,0,63,3.2,2.09,273,271,2.5,2.4,49.0
45189.71,31.5,2,0.38,0.12,1.3,14.9,16.2,37.6,31,11,0,63,2.2,2.12,287,267,1.7,1.3,51.0
45189.75,30.7,2.05,0.43,0.18,1,18.6,19.6,30.2,53,16,0,68,1.6,2.23,261,224,0.8,0.9,51.0
45189.79,30,2.11,0.49,0.23,1.6,27,28.6,15.5,32,21,0,74,1.3,2.34,211,130,1.2,0.5,48.0
45189.83,29.4,2.12,0.49,0.22,1.9,25.2,27.2,14.9,35,16,0,78,1.8,2.34,134,135,1.1,1.3,45.0
45189.88,29.3,2.09,0.44,0.17,1.6,20.9,22.6,16,28,14,0,79,1.6,2.26,138,135,0.8,0.7,48.0
45189.92,28.9,2.09,0.4,0.13,1.1,17.5,18.6,16.3,28,17,0,82,1.6,2.22,191,250,1,0.3,49.0
45189.96,28.3,2.13,0.39,0.11,1.1,16,17.2,11.6,24,17,0,85,1.4,2.24,251,264,0.5,0.5,51.0
45190.0,28,2.11,0.34,0.09,1.1,11.5,12.6,14.9,25,14,0,86,1.1,2.2,258,262,0.9,0.6,50.0
45190.04,27.8,2.14,0.29,0.06,0.8,8.6,9.5,14.8,25,15,0,87,1.3,2.2,265,271,1.3,0.9,49.0
45190.08,27.8,2.19,0.27,0.07,0.6,8.2,8.8,14.3,23,16,0,88,1.2,2.26,252,253,0.7,0.6,49.0
45190.13,27.7,2.2,0.26,0.1,0.5,8.7,9.2,13.6,33,24,0,89,1.3,2.3,245,244,1.1,0.9,49.0
45190.17,27.7,2.21,0.27,0.1,0.7,9,9.8,11.9,34,18,0,89,1.3,2.31,234,130,1,0.6,54.0
45190.21,27.7,2.19,0.27,0.1,0.8,9.2,10,13.2,33,17,0,89,1.1,2.29,260,280,0.9,0.8,56.0
45190.25,27.8,2.18,0.32,0.09,1.2,9.6,10.9,11.5,35,22,0,88,1,2.27,238,132,0.6,0.2,57.0
45190.29,28.2,2.14,0.52,0.17,3,13,16,14,21,20,0,87,1.3,2.31,110,90,1.1,0.7,59.0
45190.33,28.4,2.19,0.53,0.2,4,15.4,19.4,12,36,27,0,87,1.4,2.39,222,251,1.4,0.4,58.0
45190.38,28.4,2.07,0.35,0.14,3.4,13.3,16.8,17.6,31,16,0,87,1.5,2.21,136,110,0.8,0.7,62.0
45190.42,29.3,2.03,0.3,0.15,2.4,10.1,12.5,23.3,22,17,0,82,1.6,2.18,137,165,1.1,0.7,62.0
45190.46,29.6,1.98,0.23,0.09,2.1,9.7,11.8,29.9,22,11,0,76,2,2.07,262,268,1.5,1.6,60.0
45190.5,30.4,1.99,0.21,0.06,1.3,8,9.3,45.3,26,14,0,70,1.9,2.05,262,251,2.2,1.1,57.0
45190.54,31.3,2,0.21,0.05,0.7,7.4,8.2,61.2,31,15,0,67,1.8,2.05,266,292,2.6,1.9,53.0
45190.58,31.6,1.97,0.26,0.07,0.8,8.3,9.1,56.2,24,14,0,65,1.7,2.04,278,279,1.7,1.9,52.0
45190.63,32.1,1.96,0.4,0.11,1.2,11.1,12.4,49.2,25,14,0,61,2.9,2.07,276,269,3.3,2.6,51.0
45190.67,31.9,1.97,0.42,0.09,1.7,15.9,17.6,38.1,29,19,0,61,3.7,2.06,317,348,2.7,1.5,51.0
45190.71,31.1,1.97,0.35,0.11,0.9,13.6,14.5,34.8,21,11,0,63,2.7,2.08,6,34,1.4,1.6,53.0
45190.75,30.8,2.01,0.44,0.14,0.7,16.4,17.1,27.5,20,10,0,64,1.9,2.15,24,36,1.3,1,51.0
45190.79,30.5,2.06,0.53,0.17,0.7,21.4,22.2,22.2,22,13,0,67,1.7,2.23,8,25,1.2,0.8,47.0
45190.83,30,2.18,0.57,0.27,0.9,20.4,21.4,19.1,22,18,0,71,1.8,2.45,39,131,0.6,0,46.0
45190.88,28.8,2.15,0.53,0.23,2,21.8,23.9,9.8,30,21,0,82,1.8,2.38,136,139,1.1,0.5,44.0
45190.92,28.5,2.08,0.41,0.15,0.9,15.4,16.3,16.3,31,20,0,83,1.4,2.23,150,267,0.7,0.5,49.0
45190.96,28.1,2.1,0.4,0.12,0.6,14.4,15.1,13.7,28,20,0,86,1.6,2.22,203,133,0.8,0.2,53.0
45191.0,28,3.33,0.35,0.09,0.5,11.5,12,17.2,22,14,0,85,1.3,3.42,112,98,0.2,0.5,56.0
45191.04,27.6,2.98,0.32,0.09,0.2,8.7,9,16.8,25,15,0,87,1.1,3.07,207,239,0.5,0.2,55.0
45191.08,27.1,2.27,0.29,0.08,0.1,9.3,9.5,12.6,23,11,0,89,1,2.35,274,283,0.5,0.7,53.0
45191.13,26.8,2.21,0.26,0.06,0.3,8,8.3,11.5,26,11,0,90,0.8,2.27,265,265,0.5,0.6,49.0
45191.17,27,2.76,0.31,0.08,0.4,7.9,8.4,11.9,30,17,0,89,0.9,2.84,118,94,0.4,0.6,45.0
45191.21,27,2.91,0.3,0.09,0.6,9,9.7,12.6,30,14,0,89,0.8,3,122,109,0.6,0.2,46.0
45191.25,27.2,2.62,0.4,0.12,1.5,9.5,11.1,10.8,29,14,0,88,0.9,2.74,108,89,0.3,0.7,46.0
45191.29,28,2.31,0.45,0.12,4.3,11.7,16,11.4,30,17,0,85,1.1,2.43,253,249,1.8,0.7,48.0
45191.33,29,2.07,0.39,0.1,3.9,11.7,15.7,23.4,34,21,0,83,1.5,2.17,251,248,2.2,1.6,51.0
45191.38,30.2,2.03,0.4,0.06,2.1,12.1,14.3,38.4,35,23,0,74,2.8,2.09,249,240,1.9,2,53.0
45191.42,31.7,2,0.33,0.06,1.3,10,11.4,50.4,32,17,0,62,3,2.06,239,240,1.4,1,56.0
45191.46,32.8,2,0.3,0.06,0.6,9.5,10.2,65.5,33,21,0,57,3.2,2.06,258,260,2.7,1.7,57.0
45191.5,33.5,2.01,0.2,0.03,0.2,6.1,6.4,70.6,28,16,0,52,1.9,2.04,259,257,2.5,1.9,58.0
45191.54,33.7,2.02,0.18,0.03,0,5.5,5.6,66.5,28,18,0,54,1.7,2.05,265,276,3.3,2.4,57.0
45191.58,33.1,1.96,0.15,0.06,0.9,6.3,7.3,45.5,22,14,0,62,1.5,2.02,279,290,2.8,3.2,55.0
45191.63,31.7,1.99,0.29,0.08,0.7,9.5,10.3,59.7,33,16,6,70,2.2,2.07,298,351,1.2,1.6,55.0
45191.67,31,2,0.29,0.09,0.2,11.8,12.1,60.1,28,15,0,78,1.4,2.09,332,10,2,1.4,54.0
45191.71,31.3,1.96,0.26,0.07,0.1,10.1,10.3,43.3,21,8,0,71,1.2,2.03,3,324,1.2,1.3,58.0
45191.75,31,1.99,0.35,0.11,0.1,12.9,13,22,16,12,0,74,1.3,2.1,326,214,0.6,0.6,58.0
45191.79,30.2,2.29,0.6,0.37,1.9,24.9,26.8,12.9,30,19,0,84,1.6,2.66,156,134,0.8,0.5,50.0
45191.83,29.6,2.12,0.44,0.17,1.4,19.1,20.5,21.8,25,17,0,86,1.1,2.29,137,146,0.9,0.9,49.0
45191.88,29.3,2.09,0.39,0.13,0.5,14.6,15.1,30.5,33,19,0,86,1.2,2.22,135,255,0.3,0.8,49.0
45191.92,28.7,2.12,0.34,0.11,0.1,12.3,12.4,29.7,27,19,0,87,1.1,2.23,264,275,1,0.8,53.0
45191.96,28.2,2.14,0.32,0.1,0,11,11.1,25.8,25,19,0,89,1,2.24,263,262,0.6,0.9,55.0
45192.0,28.1,2.19,0.32,0.09,0,10.6,10.7,21.9,22,12,0,89,0.8,2.28,266,268,1.1,0.7,55.0
45192.04,27.7,2.22,0.29,0.09,0.3,11,11.3,18.7,24,17,0,90,1,2.31,266,266,1,0.9,53.0
45192.08,27.4,2.38,0.26,0.03,0.3,9.6,9.9,16.1,20,14,0,90,0.9,2.41,261,248,0.4,0.5,52.0
45192.13,27.4,2.53,0.28,0.08,0.5,9.5,10,14.2,25,20,0,91,1.1,2.61,114,112,0.4,0.5,51.0
45192.17,27.3,2.89,0.27,0.1,0.7,7.6,8.3,16.1,31,18,0,90,1,2.99,117,109,0.9,0.9,52.0
45192.21,27.1,3.11,0.3,0.04,0.7,7.9,8.6,15.6,25,18,0,90,0.9,3.15,106,134,0.6,0.6,54.0
45192.25,26.9,2.38,0.39,0.08,3.3,11.5,14.9,6.8,31,19,0,92,1,2.46,235,258,1.2,0.5,55.0
45192.29,27.5,2.25,0.43,0.06,7.8,11.6,19.4,7.9,30,17,0,90,1,2.31,252,271,1.3,1.1,57.0
45192.33,28.9,2.15,0.35,0.03,4.7,11.1,15.9,20.2,33,18,0,85,1.2,2.18,265,262,1.3,1.2,56.0
45192.38,30.2,2.09,0.3,0.03,2,11,13.1,43.4,37,28,0,77,1.8,2.12,249,258,2.1,1.5,56.0
45192.42,31.2,2.07,0.28,0.03,0.6,7.7,8.3,55.6,31,14,0,67,1.7,2.1,257,265,2.8,2.3,60.0
45192.46,31.1,2.15,0.34,0.06,0.6,10.2,10.9,59.6,52,28,0,74,2.1,2.21,272,274,2.8,2.4,58.0
45192.5,31.7,2.11,0.26,0,0.6,8.4,9,66.5,45,27,0,68,1.8,2.11,263,254,2.3,1.9,63.0
45192.54,32.5,2.09,0.23,0,0.4,6.7,7.1,68.3,39,26,0,65,1.5,2.08,262,261,2.6,2.2,67.0
45192.58,32.9,2.07,0.21,0,0.2,5.7,5.9,66.4,43,24,0,62,1.4,2.05,265,254,2.9,2.3,67.0
45192.63,32.9,2.06,0.23,0,0.3,5.7,6.1,68.7,40,24,0,61,1.5,2.05,259,262,2.7,2.2,71.0
45192.67,32.5,2.04,0.26,0.01,0.5,7.6,8.2,58.9,33,24,0,60,2,2.05,248,240,2.5,2.7,71.0
45192.71,31.8,2.05,0.28,0.01,0.5,9.4,9.9,48.3,31,20,0,62,1.7,2.06,246,241,2.2,2.2,70.0
45192.75,31.1,2.06,0.31,0.03,0.3,11.1,11.4,31.8,33,14,0,66,1.5,2.09,243,244,2,1.7,71.0
45192.79,30.4,2.09,0.3,0.07,0.4,11.3,11.8,37.8,24,26,0,77,1.5,2.16,142,139,1.8,1.3,65.0
45192.83,30.1,2.1,0.29,0.05,0.3,10.4,10.7,40.8,32,21,0,82,1.4,2.15,136,137,1.5,1.1,67.0
45192.88,29.7,2.09,0.28,0.04,0.4,9.8,10.2,36.4,32,16,0,83,1.5,2.13,138,133,1.4,1.5,66.0
45192.92,29.5,2.18,0.25,0.02,0.2,8.9,9.1,32.6,27,18,0,84,1.3,2.2,131,86,0.3,0.7,64.0
45192.96,29.2,2.17,0.25,0.01,0.1,8.5,8.6,27.6,25,20,0,85,1.2,2.18,132,126,0.5,0.3,65.0
45193.0,28.6,2.29,0.26,0,0.6,8.6,9.2,20.3,26,17,0,88,1.1,2.29,243,258,1.5,0.4,63.0
45193.04,27.9,2.26,0.22,0,0.7,6.6,7.3,16.9,30,20,0,91,0.9,2.24,246,265,0.6,0.8,60.0
45193.08,27.8,2.28,0.21,0,0.5,6.3,6.8,16.3,27,22,0,91,0.8,2.27,268,247,0.9,0.6,61.0
45193.13,27.5,2.2,0.2,0.01,0.5,5.6,6.2,16.7,27,22,0,90,0.8,2.21,142,136,1.3,0.7,62.0
45193.17,27.5,2.78,0.2,0,0.5,4.9,5.5,17,28,16,0,90,0.8,2.77,107,114,0.5,0.6,62.0
45193.21,27.5,2.37,0.21,0.02,0.5,5.1,5.7,17.2,26,17,0,89,0.8,2.39,258,211,0.3,0.5,61.0
45193.25,27.7,2.23,0.26,0.03,1.2,7.2,8.5,11.2,23,18,0,87,0.7,2.26,101,75,0.5,0.4,60.0
45193.29,28.3,2.18,0.31,0.05,1.7,8.6,10.3,13.8,23,18,0,85,0.8,2.23,112,105,0.7,0.5,59.0
45193.33,29.2,2.26,0.29,0.02,2,8.1,10.2,24.4,27,18,0,83,1.1,2.28,130,131,1.9,1,57.0
45193.38,30.3,2.03,0.23,0,0.9,5.6,6.5,39.7,28,14,0,73,1.7,2.01,238,275,1.5,0.7,57.0
45193.42,31.5,2.02,0.2,0,0.6,4.5,5.1,48.3,20,16,0,62,1.7,2,258,268,1.3,1,56.0
45193.46,32.4,2.02,0.21,0,0.6,4.1,4.7,52.7,24,12,0,58,1.2,2,256,244,2.5,1.5,55.0
45193.5,33.2,2.01,0.19,0,0.5,3.4,4,54.7,22,14,0,55,1.1,1.98,260,267,2.4,1.5,53.0
45193.54,33.6,2.01,0.19,0,0.4,3.4,3.8,56.4,21,11,0,54,1,1.99,263,276,3,2.2,51.0
45193.58,33.4,2.06,0.28,0,0.5,4.8,5.4,65,32,21,0,60,1.5,2.05,279,313,3,2.4,48.0
45193.63,31.8,2.05,0.26,0,0.5,7.2,7.7,63.2,34,21,5,73,1.8,2.03,316,334,1.9,1.7,50.0
45193.67,30.9,2.04,0.21,0,0.4,5.5,5.9,59.5,33,15,0,76,1.5,2.01,351,356,2.8,2.3,53.0
45193.71,30.7,2.06,0.27,0,0.5,6.8,7.3,56.1,32,24,0,75,1.4,2.05,3,338,1.6,1.5,54.0
45193.75,30.6,2.07,0.32,0.01,0.5,8.9,9.5,46.6,27,17,0,73,1.4,2.08,46,67,1.2,1,58.0
45193.79,30.4,2.06,0.32,0.02,0.4,8.8,9.2,41.2,31,18,0,73,1,2.08,70,40,1,0.8,57.0
45193.83,30.4,2.1,0.33,0.03,0.3,8.5,8.9,39.6,25,16,0,69,1,2.13,68,137,1,0.4,56.0
45193.88,29,2.29,0.37,0.06,0.6,12.7,13.4,23.2,35,20,0,84,0.9,2.35,137,139,1.4,1.1,56.0
45193.92,28.5,2.15,0.27,0.01,0.3,9.5,9.8,24.6,29,21,0,87,0.8,2.16,255,242,0.6,0.4,56.0
45193.96,28.3,2.24,0.29,0,0.5,10.2,10.8,19.7,33,20,0,90,0.9,2.23,247,246,0.8,1,57.0
45194.0,28.3,2.24,0.28,0,0.4,8.4,8.8,20.5,22,16,0,90,0.9,2.24,247,268,0.7,0.3,59.0
45194.04,28,2.25,0.26,0,0.8,8.1,8.9,18.8,25,18,0,91,1.1,2.25,228,248,0.9,0.4,59.0
45194.08,27.6,2.34,0.26,0,0.7,8,8.8,15,29,17,0,92,1.1,2.34,208,136,1.6,0.2,59.0
45194.13,27.6,2.15,0.21,0,0.9,5.4,6.3,18,29,14,0,90,1,2.14,135,124,0.3,0.7,57.0
45194.17,27.7,2.12,0.21,0.02,1,5.2,6.2,18.1,28,18,0,89,1,2.14,143,141,1.9,1.9,55.0
45194.21,27.8,2.08,0.24,0.05,1.1,6.8,8,24,23,20,0,88,1.1,2.13,140,142,2.1,1.9,56.0
45194.25,27.8,2.11,0.33,0.05,1.7,9.7,11.5,15.7,26,12,0,87,1.1,2.16,145,142,1.4,0.7,56.0
45194.29,28.9,2.06,0.43,0.07,4.6,11.8,16.5,14.5,26,9,0,82,1.1,2.13,133,130,1,0.5,54.0
45194.33,29.3,2.03,0.3,0.02,2.9,9.6,12.6,21.3,21,9,0,81,1.2,2.05,250,246,1,1,51.0
45194.38,30,2.02,0.24,0.01,2.3,8.5,10.8,31,21,14,0,79,1.3,2.03,251,258,1.8,1.8,46.0
45194.42,30.9,2.01,0.22,0,1.3,6.7,8,47.2,27,17,0,72,1.3,2.01,254,272,1.4,1.6,43.0
45194.46,32.4,2.01,0.21,0.01,1,6.2,7.3,61.3,31,21,0,64,1.6,2.02,261,277,1.8,1.2,44.0
45194.5,33,2.04,0.23,0.04,0.9,7,8,67.3,34,19,0,62,1.5,2.08,273,283,2.2,1.6,50.0
45194.54,33.1,2.08,0.28,0.03,0.8,9.4,10.2,#,#,21,0,63,1.4,2.11,310,322,3,2.3,54.0
45194.58,32,#,0.27,#,0.8,8.7,9.6,#,38,#,#,67,1.4,#,336,11,2.9,2.1,56.0
45194.63,32.2,2.01,#,0.03,#,#,#,59,34,16,#,66,#,2.04,338,335,2.6,2.3,57.0
45194.67,31.6,2,0.2,0.02,0.9,7.5,8.4,47,23,9,0,69,1.2,2.02,348,329,2.8,2.3,55.0
45194.71,30.6,2.02,0.33,0.07,1.1,11.7,12.8,34.4,22,10,0,76,1.4,2.09,313,294,1.6,1.9,49.0
45194.75,29.8,2.07,0.45,0.13,1.4,19.1,20.5,19.9,28,12,0,82,1.2,2.2,264,251,1.7,1.7,48.0
45194.79,29.2,2.13,0.44,0.17,2.4,23.2,25.7,12.5,35,11,0,88,1.8,2.3,224,122,0.7,0.6,44.0
45194.83,28.8,2.13,0.36,0.11,1.6,17.5,19.1,16.5,30,15,0,90,1.4,2.24,248,250,1.4,1,40.0
45194.88,28.6,2.16,0.34,0.09,1.2,13.9,15.1,20.3,29,16,0,90,1.3,2.25,163,33,0.6,0.1,44.0
45194.92,28.2,2.17,0.32,0.05,0.9,11.9,12.8,21,33,16,0,92,1.5,2.22,251,291,0.6,1,46.0
45194.96,28.3,2.15,0.3,0.04,0.7,9.4,10.2,25.4,27,17,0,91,1.6,2.19,259,275,0.7,0.6,48.0
45195.0,28.3,2.11,0.27,0.03,0.6,7.5,8.2,28.7,23,15,0,91,1.5,2.14,136,124,1,0.6,50.0
45195.04,28.2,2.13,0.23,0.02,0.5,5.6,6.1,30,28,14,0,89,1.5,2.15,115,99,0.9,0.8,49.0
45195.08,28,2.41,0.19,0.02,0.5,4.7,5.2,27.3,18,11,0,90,1.2,2.43,96,103,0.4,0.5,47.0
45195.13,27.9,2.51,0.18,0.03,0.4,4.9,5.4,22.9,20,8,0,90,1.1,2.54,107,116,0.9,0.8,45.0
45195.17,27.6,2.19,0.21,0.16,0.5,6.4,7,17.7,19,10,0,91,1,2.35,117,111,0.8,0.8,40.0
45195.21,27.4,2.13,0.24,0.17,1,8.8,9.8,14.2,22,10,0,91,1.2,2.3,121,121,0.7,0.9,38.0
45195.25,27.4,2.35,0.43,0.21,3,12.5,15.6,9.4,23,10,0,90,1.1,2.56,142,230,0.3,0.3,37.0
45195.29,28.5,2.22,0.43,0.13,5.1,11.2,16.3,16.3,23,9,0,84,1.1,2.35,329,290,1,0.1,36.0
45195.33,29.7,2.03,0.27,0.04,2.3,8.1,10.4,28.9,21,9,0,74,1.4,2.07,257,254,2.3,1.2,36.0
45195.38,30,2,0.23,0.04,1.5,7.8,9.3,32.7,20,6,0,69,1.6,2.04,253,250,1.9,1.5,35.0
45195.42,30.1,2.03,0.28,0.12,1.8,12.8,14.7,34.7,28,15,0,73,1.5,2.15,260,255,3,2.1,32.0
45195.46,30.2,2.03,0.26,0.09,1.4,11.8,13.2,42.9,26,11,0,72,1.3,2.12,290,312,2.3,2.5,34.0
45195.5,30.4,2.02,0.25,0.06,1,9.8,10.9,52,21,10,0,69,1.3,2.08,290,309,1.6,1.5,34.0
45195.54,30.9,2.02,0.23,0.01,0.7,7.7,8.4,60.6,25,14,0,68,1.5,2.03,293,352,1.4,1.4,33.0
45195.58,31.3,2.03,0.23,0.03,0.6,6.7,7.4,64.4,30,22,0,68,1.4,2.06,349,19,1.4,0.9,37.0
45195.63,31.8,2.04,0.24,0.05,0.8,7.9,8.7,62.1,36,16,0,64,1.6,2.09,4,2,1.5,0.9,41.0
45195.67,31.5,2.05,0.28,0.1,1,10.7,11.8,50.2,36,16,0,64,1.5,2.15,336,343,1.6,1.5,44.0
45195.71,30.9,2.06,0.34,0.11,1,14.2,15.2,37.8,39,11,0,67,1.3,2.17,326,319,1.4,1.4,47.0
45195.75,30.3,2.08,0.47,0.17,0.8,17,17.8,31.7,42,15,0,71,1.3,2.25,316,311,1.3,1.2,46.0
45195.79,29.7,2.15,0.61,0.31,1.4,25.7,27.1,16.4,48,17,0,76,1.4,2.46,126,129,1,0.4,46.0
45195.83,28.9,2.2,0.53,0.35,2.8,26.2,29.1,9.3,46,19,0,84,1.6,2.55,130,124,1.3,0.6,46.0
45195.88,28.4,3.06,0.55,0.19,2.1,21.2,23.4,15.1,46,21,0,88,1.3,3.25,107,117,1,0.6,48.0
45195.92,28.2,2.31,0.46,0.25,1.2,20,21.3,11.1,41,22,0,89,1.1,2.56,139,266,0.5,0.8,54.0
45195.96,27.8,2.85,0.44,0.19,1.1,16.2,17.4,12.8,34,23,0,91,1.2,3.04,116,177,0.3,0.4,57.0
45196.0,27.5,2.19,0.34,0.11,0.8,12,12.8,19.5,28,19,0,91,1.1,2.3,132,142,1.1,0.6,60.0
45196.04,27.4,2.16,0.28,0.07,0.7,7.3,8.1,23.8,37,16,0,91,0.9,2.23,229,273,0.7,0.4,61.0
45196.08,27.2,2.27,0.27,0.05,0.5,6.5,7,20.9,30,18,0,93,0.8,2.32,284,295,0.3,0.4,60.0
45196.13,27.4,2.3,0.27,0.11,0.4,6.9,7.4,19.5,28,20,0,92,0.7,2.41,193,202,0.8,0.2,58.0
45196.17,27,2.3,0.29,0.12,0.5,8.5,9.1,13.7,32,23,0,94,0.8,2.42,256,238,0.7,0.6,57.0
45196.21,27.3,2.4,0.34,0.18,0.7,10,10.8,13.9,40,22,0,93,0.9,2.58,119,123,0.8,0.2,59.0
45196.25,27.5,2.51,0.4,0.19,1.9,11.7,13.7,13.1,31,16,0,92,0.9,2.7,111,80,0.7,0.8,62.0
45196.29,28.6,2.13,0.44,0.16,2.4,11.3,13.7,22.9,32,19,0,88,1,2.29,89,47,0.7,0.7,62.0
45196.33,29.2,2.1,0.36,0.09,1.9,10.2,12.2,34.5,34,14,0,85,1.3,2.19,249,257,1.6,1,62.0
45196.38,29.6,2.08,0.27,0.08,2.2,13.2,15.4,36.6,40,19,0,81,2,2.16,277,273,1.8,1.6,58.0
45196.42,30.6,2.03,0.25,0.07,1,9.9,10.9,52.8,39,15,0,73,1.7,2.1,267,259,2.1,1.7,57.0
45196.46,31.4,2.05,0.27,0.07,0.9,9.2,10.2,65.6,45,25,0,70,1.8,2.12,252,235,2.5,2.1,56.0
45196.5,32.2,2.05,0.3,0.1,0.8,9.4,10.3,74,44,26,0,65,1.8,2.15,270,283,2.9,2.5,58.0
45196.54,32.2,2.04,0.31,0.07,0.9,12.7,13.7,68.5,55,28,0,65,2.9,2.11,313,305,1.9,1.7,63.0
45196.58,32.2,2.01,0.27,0.05,0.8,10.3,11.1,70.1,39,22,0,63,2.8,2.06,300,282,2.1,1.9,67.0
45196.63,31.9,2.01,0.29,0.11,0.5,11.5,12.1,57.2,62,24,0,64,2.4,2.12,277,274,2,2,69.0
45196.67,31.6,2.04,0.37,0.22,0.7,14.3,15.1,51.5,40,22,0,67,2,2.26,51,242,1,0,69.0
45196.71,31.2,2.08,0.5,0.21,1,20.8,21.8,29.2,47,22,0,66,3.3,2.29,259,263,1.1,0.7,68.0
45196.75,29.5,2.08,0.36,0.14,1,16.7,17.8,31.6,33,18,0,77,2.2,2.22,173,140,2,1.1,66.0
45196.79,29,2.05,0.28,0.08,0.9,12,12.9,36.4,23,18,0,81,1.2,2.13,137,131,0.7,1.2,65.0
45196.83,28.6,2.08,0.3,0.09,0.6,11.3,11.9,32.1,26,23,0,84,1.1,2.17,248,242,1.6,1.1,63.0
45196.88,28.2,2.12,0.32,0.14,0.5,12.7,13.2,24.4,25,16,0,89,1.5,2.26,248,259,1.3,1,65.0
45196.92,28.1,2.17,0.34,0.15,0.6,13,13.7,20.4,27,20,0,89,1.4,2.32,131,101,0.5,0.3,62.0
45196.96,28.3,2.23,0.33,0.14,0.5,10.8,11.4,20.6,29,18,0,88,1.1,2.37,97,101,0.9,0.5,64.0
45197.0,28.2,2.1,0.27,0.14,0.4,8.7,9.2,21.6,26,18,0,87,0.9,2.24,79,82,0.4,0.7,63.0
45197.04,28,2.08,0.23,0.1,0.9,6.6,7.5,23.2,25,18,0,88,0.7,2.18,112,132,1.7,0.9,60.0
45197.08,27.4,3.28,0.21,0.05,0.9,6.3,7.3,19.6,28,19,0,89,0.8,3.33,110,96,0.5,0.6,60.0
45197.13,27.1,2.65,0.2,0.11,0.9,6.3,7.2,18.6,25,13,0,90,0.6,2.76,113,116,0.9,0.7,59.0
